1065,tammi - a comedy feature film,"a young man from a strict religious family awakens from a head injury with the personality of a vulgar, slutty party girl.",film & video/comedy,58000,USD,30,Monday,January,20700,40,0,0,failed
1066,what are you even saying?,a web-series documenting the many miscommunications of men and women.,film & video/comedy,300,USD,40,Thursday,January,50,2,0,0,failed
1067,10 days (for now),staying together is hard. staying separated is even harder.,film & video/comedy,5000,USD,21,Thursday,January,2914,23,0,0,failed
1068,publishing my first baby!,"after 31 years, i  am ready to live my dream! i am ready to publish my first story, but i need some help! will you help me?",publishing/fiction,500,USD,30,Monday,January,551,11,1,0,successful
1069,eagle force pulp: the cat in face the night,"lee fine, aka the cat, must deal with both the r.i.o.t. direktor and baron von chill, as the world grows more dire...",publishing/fiction,800,USD,14,Sunday,January,1577,46,1,0,successful
1070,ravishing regencies: create an eight book series with me,"eight books set in regency england, each with spice at its heart and a heart ready to lose. let's publish them together.",publishing/fiction,1500,GBP,30,Sunday,January,1688,90,1,0,successful
1071,five unearthed 1960s stories and novellas by marvin cohen,help us bring into print these previously unpublished serio-comedies by one of america's most innovative postmodern writers.,publishing/fiction,850,USD,28,Saturday,January,886,29,1,1,successful
1072,"édition roman ""cougar""","cougar est mon 4e ouvrage littéraire.\r
pour mes 5 ans comme auteure, j'avais le goût de vous présenter une fiction.",publishing/fiction,6000,CAD,30,Friday,January,6025,90,1,0,successful
1073,desolate horrors,desolate horrors is a collection of 120 original horror stories.,publishing/fiction,125,USD,15,Friday,January,155,7,1,0,successful
1074,“csco: first station” global espionage technothriller,"what's it really like to be inside the head of a cia case officer?  first in a series covering intel operations over three decades,",publishing/fiction,12000,USD,56,Wednesday,January,12259,17,1,0,successful
1075,"make the yuletide gay 2: the novel, hit film sequel #make100","gunn, nathan, and their families prepare for a christmas wedding in this sequel to the hit comedy film make the yuletide gay.",publishing/fiction,1250,USD,30,Tuesday,January,3689,110,1,0,successful
1076,make 100 - the popgun chaos mixtape,"48-page collection of a short story, two chapters from a murder mystery, two chapters of a frankenstein novel, and some poetry",publishing/fiction,100,USD,30,Monday,January,251,26,1,1,successful
1077,diamondsong - escape: unique fantasy series,"unique fantasy series about power & identity: fairy, fairies, magic, nonviolence, vegan, inclusive characters, gender, lgbtqia, ability",publishing/fiction,1500,USD,32,Sunday,December,1710,81,1,0,successful
1078,harvey milk and alan turing: a fantasy lgbtq sci fi romance,power couple harvey milk and alan turing meet in the afterlife and then take on the world!,publishing/fiction,100,USD,60,Thursday,December,101,5,1,0,successful
1079,traveling with fish,"after inheriting a cabin, a travel writer and her family move from the north carolina mountains to the coast with their dog and fish.",publishing/fiction,300,USD,35,Tuesday,December,345,6,1,0,successful
1080,derpquest: a silly strategy rpg with a twist.,"derpquest is a strategy rpg, but not the usual one. it has a large plot with many twists and turns to keep it going.",technology/software,6000,USD,30,Friday,April,205,3,0,0,failed
1081,correcto,"an analytical tool, which supports grammatical help, including writing features which will help other write better",technology/software,150000,GBP,30,Friday,April,503,3,0,0,failed
1082,secure online messaging,we aim to disrupt online communication by enabling users to take full control over their content and privacy.,technology/software,51376,AUD,60,Friday,April,12,3,0,0,failed
1083,simplibuzz ~ social media. simpli done. simpli profitable.,the simple social media management tool for ~ small business ~ independent operators ~ affiliate marketers ~ everyone!,technology/software,10499,USD,30,Thursday,April,1399,13,0,0,failed
1084,energex,the global energy exchange platform,technology/software,30000,GBP,7,Thursday,April,51,3,0,0,failed
1085,aartus system os - social network for artists,création d'un os système d'exploitation innovant / creation of an innovative operating system os,technology/software,12000,EUR,48,Tuesday,April,101,2,0,0,failed
1086,sign language translator for deaf students & professionals,i am creating animated sign language translator which can help deaf community interpret any audio or video file.,technology/software,15000,USD,30,Monday,April,12,3,0,0,failed
1087,river road platform,the river road platform is designed to facilitate live & online learning experiences and assets - the airbnb of live & online learning!,technology/software,100000,AUD,21,Saturday,April,6,2,0,0,failed
1088,overdesk | your personal cloud computer,your borderless personal cloud computer everywhere,technology/software,50000,EUR,40,Friday,April,11,2,0,0,failed
1089,a virtual property inspection app for property owners,a virtual inspection app that allows property owners to inspect their property damage on their own in real-time w/ insurance companies,technology/software,35000,USD,30,Thursday,April,466,18,0,0,failed
1090,the end of identity fraud!!!,"eliminating the impact of identity theft, identity fraud, by enabling mankind to manage every use of their identities and prevent it!!!",technology/software,1000000,USD,60,Wednesday,April,1,1,0,0,failed
1091,peery live: charge for your influence and sell products live,"made for creators, influencers, educators, product sellers, the list goes on... simply create your event, share and charge to go live!",technology/software,10000,USD,60,Tuesday,April,1,1,0,0,failed
1092,namibia craft : reflecting the past / book & documentary,a photography book and documentary produced for the preservation of namibia's indigenous artisians and their craft processes.,journalism,1500,USD,29,Monday,October,2349,53,1,0,successful
1093,21 days of love,"21 days of love is an initiative to raise awareness about and help people experiencing homelessness in philadelphia, pennsylvania.",journalism/web,1056,USD,31,Sunday,October,1056,19,1,0,successful
1094,international policy digest,"an open-access, independent news website focused on discussing world events. http://goo.gl/265app",journalism/web,4000,USD,60,Tuesday,October,4034,18,1,1,successful
1095,broadcast love,a former new york times columnist details the powerful life lessons she learned as she traveled 50 states in 365 days in her new book.,journalism/print,16000,USD,30,Wednesday,October,16228,155,1,0,successful
1096,munch: digestibles for creatives,"munch is a publication by creatives, for creatives. it covers artists' inspirations, creative processes, and love for their craft.",journalism/print,4500,CAD,40,Friday,October,4539,49,1,1,successful
1097,"nicaragua's grand canal: ""route 4 before"" expedition","with nicaragua's grand canal route now defined, we want to document the its people and places before construction begins in december.",journalism/photo,2400,USD,14,Wednesday,October,2443,20,1,0,successful
1098,the rio grande rift- print issue #1,"the new bilingual alternative voice: a literary/general interest magazine that explores the fringes, the underbelly, and the random.",journalism/print,2600,USD,30,Tuesday,October,2706,56,1,1,successful
1099,bishop's university online radio,bishop's university student's representative council is working towards creating a brand new student-run radio station!,journalism,600,CAD,30,Tuesday,October,650,13,1,0,successful
1100,third grade super heroes  connect the community and school!,third grade reporters publish a monthly school newspaper that is distributed to area businesses for customers to enjoy!,journalism/print,1000,USD,30,Friday,October,1290,33,1,0,successful
1101,pints of cake,"creating an eclectic look at pop & art culture today through a  unique collective of editorials, comics, illustrations, reviews & more!",journalism/web,110,GBP,29,Friday,October,215,33,1,0,successful
1102,austin geek 2015 calendar & san antonio geek 2015 calendar,silicon hills news is producing two 2015 calendars featuring one of all austin tech startups and one of all san antonio tech startups.,journalism/print,4865,USD,30,Friday,October,5398,63,1,0,successful
1103,restoring journalistic ability to promote transparency in nz,new zealand needs to take back it's destiny. i'll research and develop a secure method for whistleblowing and information exchange.,journalism/web,100,NZD,14,Wednesday,October,120,3,1,0,successful
1104,the singing teacher,a fantastic new comedy coming to the west end 2014.  an alan ayckbourn meets richard curtis style comedy. who knew singing was therapy!,theater/plays,60000,GBP,12,Wednesday,July,120,3,0,0,failed
1105,the sins of seven tables at the edinburgh fringe festival,"if tables had ears what tales would they tell? sins of seven tables, a modern take on the 7 deadlies, are they still sins?",theater/plays,7000,USD,39,Tuesday,July,1156,14,0,0,failed
1106,the hostages,"""the hostages"" is about a bank robbery gone wrong, as we learn more about each characters, we question who are the actually hostages...",theater/plays,5000,AUD,30,Tuesday,July,1,1,0,0,failed
1107,fellatia's-fantastic-fun-time-show,"sissy entertainment delivers a delicious cabaret that blends comedic monologue, song, and traditional sketch comedy.",theater/plays,2413,CAD,39,Monday,July,650,14,0,0,failed
1108,eighteen months- a love story interrupted,"much has been written by women on breast cancer. yet, there is little that has been written for the theatre on this by men. i have!",theater/plays,9500,CAD,60,Wednesday,July,0,0,0,0,failed
1109,unconscious subconscious,"death splits apart twin brothers in a questionable car accident. they shared dreams, and now they must share trials in the unknown.",theater/plays,750,USD,15,Monday,July,65,4,0,0,failed
1110,a midsummer's night's dream,a classical/ fantasy version of midsummers done by professionally trained actors in tulsa!,theater/plays,4000,USD,30,Sunday,July,27,4,0,0,failed
1111,tennessee williams' one arm @ minnesota fringe,the unproduced screenplay by tennessee williams is given life for the first time on a twin cities stage by an ensemble of local actors.,theater/plays,6000,USD,30,Sunday,July,1060,13,0,0,failed
1112,dasgroup theatre: savage in limbo,savage in limbo is the pilot production of dasgroup theatre; a dallas-based production company with an eye for grit & love of theatre.,theater/plays,2000,USD,29,Sunday,July,358,14,0,0,failed
1113,kidz inspirations,"kids that provide inspirational skits to children and adults that are terminally ill, in hospice, hospitals, and nursing homes.",theater/plays,10000,USD,60,Friday,July,2,2,0,0,failed
1114,the savannah disputation,this theological comedy tells a story of when seemingly similar beliefs are discovered to be worlds apart; damnation-southern style.,theater/plays,2000,USD,28,Friday,July,21,3,0,0,failed
1115,deleted,project deleted.,theater/plays,38500,CAD,40,Friday,July,0,0,0,0,failed
1116,shatter: an ep by kenter davies,"hi everyone! please support me in my efforts to record my first ep, consisting of five original songs that i have put my heart into!",music/pop,3000,USD,28,Sunday,July,3321,81,1,0,successful
1117,coming to get me ? madeleine wood -music vid. (editing only),music video. green screen. playful. crazy. pop/trap music.,music/pop,800,GBP,15,Friday,July,950,23,1,0,successful
1118,atlantis,"atlantis is a mermaid concept, visual album.",music/pop,222,USD,30,Monday,July,365,19,1,0,successful
1119,grant genske: party face ep fundraiser!,"i'm recording my next ep and i need your help! my goal is $11,000 to record 5 songs, as well as 3 music videos.",music/pop,11000,USD,30,Wednesday,July,13235,188,1,0,successful
1120,cosmic arena debut ep,join in on the cosmic-dreamy-synth-pop-piano-inter-galactic-emotional-nostalgic-magical-journey as amber huynh creates her first ep.,music/pop,1500,USD,30,Wednesday,July,2180,45,1,0,successful
1121,snais sitt debutalbum på cd og vinyl (kommer 28.10.2016),snais slipper debutalbum. derfor vil vi gi deg som fan mulighet til å få den på cd & lp. for å få dette til trenger vi ca 35 000 nok,music/pop,35000,NOK,60,Wednesday,July,35835,74,1,0,successful
1122,luke o'brien's kickstarter,i am seeking funding in order to help take my music from a hobby to a career.,music/pop,2000,USD,30,Saturday,July,2013,77,1,0,successful
1123,aubrey shamel - 21st edition preorders!,"if you enjoy artists like adele, john mayer, or p!nk, you are going to dig this album. the best title for my sound is pop fusion.",music/pop,200,USD,45,Monday,June,546,22,1,0,successful
1124,samuel gaskin project,"i've been presented with a great opportunity, of real industry support & guidance, to produce & release my music to a global audience.",music/pop,15000,AUD,28,Friday,June,15645,163,1,0,successful
1125,"toxic melons - ""four play"" e.p release!","toxic melons is back with a new e.p called ""four play"".  it features roger manning and eric dover from jellyfish!    fun powerpop!",music/pop,3000,GBP,45,Wednesday,June,3279,147,1,0,successful
1126,johnny darlin: in the closet (new york fringe festival),"johnny darlin performs his electro-rock catalog alongside dancers, video artists, & storytellers in an arena-pop ultra-queer spectacle.",music/pop,4000,USD,40,Monday,June,4361,78,1,0,successful
1127,album qw4rtz,"qw4rtz, le groupe a cappella pop, enregistre son premier album !",music/pop,15000,CAD,60,Saturday,June,17431,309,1,0,successful
1128,tc-9 bronze divers watch,"solid bronze, automatic divers watch.  tank like build quality.  vintage design with a modern edge, all at an incredible price.",design/product design,7500,GBP,20,Sunday,February,15713,77,1,0,successful
1129,the deutschmeister revival & color font project,six carefully crafted blackletter revival fonts that even let you type with the look of real metal and wood type letters,design/typography,3500,EUR,35,Sunday,February,3789,77,1,0,successful
1130,jamu - für die kunstwerke eurer kinder,"jamu zeigt, ordnet und schützt. der rahmen bietet platz für über 100 bilder. er wird lokal, und sozial in der schweiz produziert.",design/toys,40000,CHF,34,Sunday,February,49891,342,1,0,successful
1131,bloom : a sculptural vase collection,a homeware collection that aims to preserve historical memory and pay tribute to phenomenal african female figures through sculpture.,design/product design,28450,AUD,59,Sunday,February,32463,152,1,1,successful
1132,elephant moon worship pins,cute hard enamel pins depicting two elephants engaged in ritual moon worship! comes with a free sticker!,design/product design,300,USD,39,Saturday,February,1010,70,1,0,successful
1133,fiji mermaid,"a collection of the fiji mermaid, gentalman jihm; a crypto relic, t-shirt, patch, sticker, print, and mug.",design/product design,4900,USD,7,Saturday,February,13073,113,1,0,successful
1134,kids multiplication gloves: an engaging & fun way to learn,gloves with colorful (1 to 10) multiplication tables to engage your kids in a fun exercise to easily learn & memorize the tables.,design/toys,1000,CAD,20,Saturday,February,1093,14,1,0,successful
1135,colour-changing bad boy enamel pins,heat activated colour changing hard enamel pins of your favourite bad boy!,design/product design,600,CAD,20,Friday,February,2400,67,1,0,successful
1136,ondray | the handcrafted eco-luxurious screen & sunglasses,"a fusion of traditional bali craftsmanship, authentic carved wood, and the ultimate technology in screen lenses.",design/product design,23259,HKD,34,Friday,February,103722,161,1,0,successful
1137,quickstarter: gripen,"an anti-stress and comfortable grip, adaptable for your pen.",design/product design,1250,EUR,29,Friday,February,1377,71,1,1,successful
1138,quickstarter : taaio key-chain,"a light pocket-size phone stand, bottle opener and earphone holder.",design,700,EUR,29,Friday,February,1785,100,1,1,successful
1139,quickstarter: graph-it 📈,get away from digital. get tracking. get stuff done.,design,800,EUR,29,Friday,February,3093,70,1,1,successful
1140,the quest for perpetual bliss video storyboard,"we're pre-filming the movie, as it's far more beneficial than storyboarding. it's a video storyboard & we need your help to create it.",film & video/comedy,100,USD,59,Wednesday,January,0,0,0,0,failed
1141,dinosaur zoo on netflix!,"hey guys!  i know this is odd and out of the blue but i can really, really use a little help on getting my movie on netflix!",film & video/comedy,950,USD,30,Wednesday,January,5,1,0,0,failed
1142,scratch,"two losers devise a “get rich-quick scheme” to get some money, with a hilarious domino effect that takes them from travel to trouble.",film & video/comedy,50000,CAD,30,Monday,January,0,0,0,0,failed
1143,the lego bomber,watch your step! it only takes one to kill.,film & video/comedy,20000,USD,45,Sunday,January,0,0,0,0,failed
1144,working title: the attic,"a couple come across a magic lamp whilst moving home that grants them three wishes, they struggle to agree on a final wish.",film & video/comedy,150,GBP,24,Sunday,December,0,0,0,0,failed
1145,practically practical,"a comedy based series, similar in structure to that of key & peele or it's always sunny in philadelphia. #jefferson&dustin2016!",film & video/comedy,15000,USD,30,Monday,December,0,0,0,0,failed
1146,a boxing comedy i thought of while drunk,"i thought a comedy about boxing would be funny, but a full film is hard. so this will likely just be a trailer.",film & video/comedy,5000,USD,30,Tuesday,December,0,0,0,0,failed
1147,banglasia movie by namewee 黃明志作品《猛加拉殺手》,"a banned movie by asian filmmaker & youtube star namewee needs funds to complete it, and let the truth out to the world!",film & video/comedy,500000,USD,40,Tuesday,December,186468,4435,0,1,failed
1148,"bounty (a web-series, among other projects)",we've spent the last 5 years writing. it's time to finally boot-up and create.,film & video/comedy,3000,GBP,28,Tuesday,December,0,0,0,0,failed
1149,"ich, meine eltern und die anderen",die geschichte wird erzählt von der anfangs 5 jährigem tochter der eltern. wie es als kind ist. drama-comedy,film & video/comedy,58000,EUR,30,Monday,December,0,0,0,0,failed
1150,dare to be,"ever wanted to try something out, but were too scared, have me do it. submit your dare and become part of the film.",film & video/comedy,1000,USD,30,Sunday,December,11,2,0,0,failed
1151,"sex, drugs, & violence",i'm creating a 30-60 minute film that is about two rival film groups.  there differences lead to a wild adventure.,film & video/comedy,550,USD,30,Friday,December,0,0,0,0,failed
1152,huund : premios sustentables,revolucionando el mercado de comida para perros.,food/vegan,80000,MXN,30,Tuesday,November,81218,33,1,0,successful
1153,eat happy grub: natural instant pancake mix,"happy grub is a natural instant pancake mix that comes in a fun squeezable bottle, making mealtime more nutritious, convenient and fun",food,10000,USD,30,Tuesday,November,10489,80,1,1,successful
1154,seasoned traveler,"we've thought about dinner, so you don't have to!",food/small batch,20000,USD,30,Tuesday,November,20002,48,1,0,successful
1155,help launch stone soup garden!,"stone soup garden is a small-scale, regenerative farm in south-central montana striving to cultivate healthy soil, food, and community.",food/farms,7000,USD,31,Tuesday,November,8277,73,1,1,successful
1156,project hot sauce - sauces to elevate any meal,project hot sauce is a new la based hot sauce company that makes super tasty authentic sauces that compliment any dish!,food/small batch,7500,USD,30,Tuesday,November,21337,236,1,0,successful
1157,parsons family cookbook,"a recipe book, written by me, capturing some of our family recipes, many passed down through  the family, plus more recent additions",food,100,GBP,30,Monday,November,946,42,1,0,successful
1158,reflow sustainable and reusable coffee filters,it's time to brew our high-caffeine coffee with the eco-friendly reflow filter.,food/drinks,2500,USD,15,Monday,November,7877,140,1,0,successful
1159,abuelita guille's long-lost hot sauce,"twenty-seven years after her death and fifteen iterations of testing later, our grandma's original hot sauce is back.",food/small batch,14225,USD,29,Monday,November,16538,230,1,1,successful
1160,bagel build out,b's bagels & butters is a bagel shop that focuses on great food and supporting local opening soon in gig harbor washington,food/restaurants,10000,USD,29,Monday,November,15925,40,1,0,successful
1161,secret umami - world's first set of umami fermented sauces!,"using fermentation, we have crafted a series of special gourmet dipping sauces based on a secret recipe!",food/small batch,10000,SGD,30,Sunday,October,12183,23,1,0,successful
1162,postern coffee,a coffee company for the metro atlanta area,food,10000,USD,30,Saturday,October,10786,60,1,0,successful
1163,ben's bread co.,"after 6 years, our bakery pop-up has found a home in the phinney ridge neighborhood of seattle!",food/restaurants,40000,USD,30,Friday,October,52497,435,1,1,successful
1164,the gunrunner,a sci-fi action thriller original graphic novel,comics/graphic novels,950,GBP,10,Tuesday,October,1067,44,1,0,successful
1165,urban animal volume 1,the collected first season of the hit webcomic by justin jordan and john amor!,comics/graphic novels,3000,USD,30,Monday,October,27726,666,1,1,successful
1166,night wolf vol 1: urban fantasy werewolf coming of age drama,a young man discovers that he was born a werewolf and is reluctantly thrown into a supernatural war against a dark covenant.,comics/graphic novels,5000,USD,22,Monday,October,14804,292,1,0,successful
1167,the last christmas: a gruesome illustrated zombie story book,a highly original dark christmas tale that pits santa and his magic sack against the zombie apocalypse!,comics/graphic novels,1750,GBP,20,Monday,October,2224,94,1,1,successful
1168,psycho list tpb,psycho list trade paperback,comics/graphic novels,4000,USD,32,Sunday,October,4058,83,1,0,successful
1169,nexus: the coming of gourmando deluxe hc and tpb,steve rude presents nexus: the coming of gourmando in both an oversized deluxe edition and trade paperback format.,comics/graphic novels,1000,USD,19,Friday,October,67794,693,1,1,successful
1170,coronapocalypse: rise of the pangolin,"coronapocalypse is a twisted graphic novel for adults that explores the tragic, dystopian-new-normal that is ""2020"".",comics/graphic novels,3750,AUD,37,Friday,October,4704,78,1,1,successful
1171,oncemperors: king supreme vol. 1 super bastard graphic novel,"2 graphic novels - 2 powerful beings - one a beacon, the other, a hammer - own your crown, harness your legacy.",comics/graphic novels,3500,USD,30,Friday,October,7614,110,1,0,successful
1172,ancient illumination volume 1,a science fiction graphic novel set in the milky way galaxy where beings of light come to earth thousands of years in the past.(comics),comics/graphic novels,6000,USD,60,Friday,October,6670,135,1,0,successful
1173,wild nature | dystopian thriller with a hardboiled heart,"character-driven dystopian noir thriller about death sports, identity, surrogate families and animal masks. kickstarter-exclusive!",comics/graphic novels,800,GBP,30,Thursday,October,2883,136,1,1,successful
1174,"rdw - vol 1 - a story about recovery, in a fantasy dressing","a journey through addiction withdrawal, guilt, pain and more, in a dark fantasy setting. all featured in stunning acrylics visuals.",comics/graphic novels,33300,CAD,30,Wednesday,October,36659,424,1,1,successful
1175,haunted tower,"a choose your own adventure graphic novel. you control the story: making decisions, solving mysteries, & fighting monsters.",comics/graphic novels,2000,USD,60,Tuesday,October,11068,298,1,1,successful
1176,wangta: a novel,"boy or man, sophomores or spirits, korea or canada... jang tae kwan is caught between worlds.  sometimes, it's hell being a teenager.",publishing/fiction,550,CAD,21,Friday,December,550,13,1,0,successful
1177,lostborn: a viking novel,lostborn is a fantasy novel by chris jowers and illustrations by mitch foust. rewards include books and other exclusive items.,publishing/fiction,3500,USD,30,Thursday,December,4080,65,1,0,successful
1178,"¡mi primer libro! ""caballero"" una novela con un gran mensaje","desde pequeño siempre quise escribir un libro, poder transmitir un mensaje limpio, fuerte y claro para las generaciones.",publishing/fiction,53000,MXN,45,Wednesday,December,55996,37,1,0,successful
1179,the mount machi saga - visionary publishers wanted,"publisher's edition of book 1 in mount machi saga inscribed with your name, a personal message, signed, dated and numbered 1 of 1,000.",publishing/fiction,3000,USD,36,Saturday,December,7215,116,1,0,successful
1180,tarquius: relatos de un mundo eterno,"an epic fantasy tale that bring us to the prelude of a war between two deities, and the effort of a group of warriors to stop it.",publishing/fiction,80000,MXN,60,Monday,December,81100,31,1,0,successful
1181,children of vale: a science-fiction novel,a girl gifted with unique powers must discover an ancient secret to save herself and her kind from a theocratic demi-god.,publishing/fiction,3000,USD,30,Monday,December,3332,51,1,0,successful
1182,the trove: a novel,"treasure island like you've never read it before...\r
\r
when jane hawkins heads for the stars, her life changes forever.",publishing/fiction,5000,USD,13,Saturday,December,6645,241,1,1,successful
1183,your own story,"i will write you a short blurb, scene, chapter, or even your own story. i will work with you to build it to what you'd want to see.",publishing/fiction,100,USD,30,Wednesday,November,494,9,1,0,successful
1184,magical awakening book series,i am trying to raise enough money to pay for the fees associated with registering the copyrights for this book and series.,publishing/fiction,200,USD,13,Monday,November,200,3,1,0,successful
1185,oxvältarna: spelets början - ett svenskt fantasyepos,"oxvältarna är karaktärsdrivet fantasyepos som utspelar sig i en uråldrig och märklig, och ibland ganska skruvad, värld.",publishing/fiction,55000,SEK,26,Saturday,November,55075,21,1,0,successful
1186,mouse books: holiday edition,give the gift of literature this holiday season!!!,publishing/fiction,10000,USD,20,Friday,November,12825,360,1,1,successful
1187,the glasstown chronicles - a victorian steampunk adventure,the glasstown chronicles combine steampunk adventure with the lives of the bronte family. two worlds meet - the real and the fantastic!,publishing/fiction,800,GBP,30,Friday,November,843,19,1,0,successful
1188,opportunity2020: covid-19 response for college students,opportunity2020 is a digital mentorship program that provides mentorship and opportunities to students during the covid-19 pandemic.,technology/software,9000,USD,30,Thursday,April,252,7,0,0,failed
1189,socialshredder,socialshredder is a cloud-based application providing services to users of social media allowing them to manage their soc media history,technology/software,100000,USD,60,Wednesday,April,6,2,0,0,failed
1190,spoint - protection for the trades industry,with safety being our number one priority we aim to bring safety to new limits within the trades industry,technology/software,15000,CAD,60,Monday,March,1,1,0,0,failed
1191,maritime environmental hub,"web-based interactive map containing a global dataset of environmental regs, info an best-practice solutions for the maritime community",technology/software,9500,USD,39,Friday,March,498,12,0,0,failed
1192,reading emotions in virtual meeting !,how to understand the value of emotions of people during and after covid-19 impact,technology/software,14100,EUR,60,Thursday,March,717,31,0,0,failed
1193,muzak - a mutation testing library for elixir and erlang,"a world-class, production-grade, full-featured mutation testing library for elixir and erlang applications.",technology/software,5000,EUR,26,Monday,March,526,19,0,0,failed
1194,learn blender by creating surf art and animations,a training video and asset kit bundle to teach anyone how to create surf art and animations - beginner level,technology/software,12000,USD,56,Sunday,March,1,1,0,0,failed
1195,redily: a modern redis client,"a modern, fully featured redis client.",technology/software,16000,EUR,30,Wednesday,March,21,3,0,0,failed
1196,online local farmer's market,order farm fresh produce to your door. we’re creating an online marketplace that connects communities with their local farmers.,technology/software,250000,USD,59,Saturday,March,107,8,0,0,failed
1197,eyes - a safer way to date,eyes is a dating app that prioritises your safety through the use of live video clips to prevent fraud.,technology/software,10000,GBP,59,Friday,March,83,5,0,0,failed
1198,stuttertech - free to speak,we are helping stutters to gain control over their speech through personal exercises,technology/software,175000,DKK,36,Monday,March,5611,5,0,0,failed
1199,portal,save multiple websites and documents with 1 click. open saved data anywhere on any computer. share websites not urls!!!!!!,technology/software,63393,USD,59,Sunday,March,21,3,0,0,failed
1200,hacking happiness summit,"first summit on human potential, performance and wellbeing between the 13th-15th november in london.",journalism/video,20000,GBP,31,Tuesday,September,23109,154,1,0,successful
1201,tippitv: recapping supernatural s10 eps 1-5 +,"i want to recap the first five episodes of supernatural's tenth season, in my own snarkily loving way.",journalism/web,275,USD,11,Friday,September,600,22,1,0,successful
1202,the 'how'd that happen?' podcast,we're starting a podcast that will take a look at the great stories of those around us.  we ask the question - how'd that happen?,journalism/audio,50,USD,14,Thursday,September,223,6,1,0,successful
1203,who owns weho?,"help us track where the money comes from, and where it goes, in the 2015 weho city council election.",journalism/web,5500,USD,30,Thursday,September,5585,46,1,1,successful
1204,let's laugh together,the pudcast wants to provide the world with a weekly podcast that tackles current events and topics with a unique brand of comedy,journalism/audio,300,USD,30,Friday,September,313,11,1,0,successful
1205,car con carne podcast,"the world's only barbecue podcast recorded in a car, hosted by james vanosdol and mike bratton",journalism/audio,1000,USD,21,Thursday,September,1204,27,1,0,successful
1206,csa: community supported art writing in philadelphia,i'm a brit covering philadelphia's strong contemporary art community on national and international platforms. join my 2015 csa.,journalism,1000,USD,30,Monday,September,1000,26,1,0,successful
1207,chamaeleon,"a bi-annual paperback magazine in manchester that describes the good, the bad, and the obscene tales of those that work in hospitality",journalism/print,150,GBP,60,Sunday,September,150,11,1,0,successful
1208,#irl: how i found real community in a virtual world,can you really get to know people 140 characters at a time?,journalism/video,4800,USD,21,Saturday,September,5402,79,1,1,successful
1209,let's clean up canada's climate and energy debate,"ready for better coverage of canada's most important energy, environment and democracy issues? so are we.",journalism/web,50000,CAD,30,Friday,September,51548,259,1,1,successful
1210,merlyn carter: the biography of an uncommon bushpilot,"loved by many, merlyn was a pioneer in northern aviation, logging 25,000 hours on floats and skis until he was killed by a bear in 2005",journalism/print,6500,USD,35,Friday,September,9000,88,1,0,successful
1211,dieselpunks will not fall,"i need your help.  dieselpunks could be completely offline by halloween, but you can keep it alive.",journalism/web,3500,USD,49,Friday,September,6654,165,1,1,successful
1212,tyke theatre web show,tyke wants to expand her puppet theater show to weekly online web shows and is looking for backers.,theater/plays,100,USD,30,Friday,July,10,1,0,0,failed
1213,equality theatre,i would like to start a acting company that supports and includes lgbtq youth and young adults in very conservative north texas,theater/plays,50000,USD,60,Friday,July,20,1,0,0,failed
1214,r.u.r. at new muses theatre company,"rossum’s universal robots are the perfect workforce, without emotions, needs, or souls. but they are changing. becoming more like us...",theater/plays,1300,USD,21,Thursday,July,620,10,0,0,failed
1215,'journey's end' tour of dorset commemorating ww1,"brand new graduate theater company 'fmp theatre' proudly presents the definitive ww1 play, journey's end, with a little help from you.",theater/plays,2500,GBP,30,Thursday,July,25,2,0,0,failed
1216,bring oedipus revenant to life!,"in october, we plan to premiere oedipus revenant, a historically grounded horror adaptation of sophocles’ classic, oedipus the tyrant.",theater/plays,5500,USD,30,Thursday,July,3405,7,0,0,failed
1217,i support molding heartz,"the ultimate screenwriting conference
is the experience showing screenwriters how to write and sell a screenplay in hollywood!",theater/plays,5000,USD,22,Wednesday,July,260,4,0,0,failed
1218,life ain't easy!,raising money to produce a play based on 2 books i published.giving people extra income and opportunity to showcase talent .,theater/plays,2500,USD,45,Wednesday,July,0,0,0,0,failed
1219,the barbican photography trip 2015,"a group of 12 friends, separated by time, space, state borders and oceans want to head to london for the adventure of a lifetime.",theater/plays,30000,AUD,60,Wednesday,July,0,0,0,0,failed
1220,the salem haunted magic show,"a live history infused, frightening magic and mind reading show in the heart of the halloween capital of the world, salem, ma!!",theater/plays,10000,USD,60,Tuesday,July,2,2,0,0,failed
1221,while the stars fall,a full staged reading of a new play about a boy who learns how to be happy from the most unexpected person.,theater/plays,600,USD,30,Sunday,July,51,6,0,0,failed
1222,help save high school theater,"help save high school theater program
your donations will be used to purchase props, build sets, and costumes.",theater/plays,150,USD,30,Monday,June,15,3,0,0,failed
1223,shakespeare with noodles:  henry iv,a children's theatre group constructing props out of swimming noodles to provide free shakespeare in the parks to local communities.,theater/plays,2000,USD,36,Thursday,June,641,16,0,0,failed
1224,help angel zuniga martinez sophomore album and music video,"adult alternative pop/rock album w/ morrissey /queen influences feat. power-pop version of freddy fender hit, wasted days wasted nights",music/pop,1120,USD,30,Thursday,June,1225,12,1,0,successful
1225,how to breathe underwater/in the black box -- debut 2lp,a surrealist's guide to navigating the dark descent into and out of a dream. everything is complete except the physical release!,music/pop,1500,USD,25,Thursday,June,1782,44,1,0,successful
